-68.7737,80.8841,0
-97.0461,87.9714,0
-104.729,89.7647,0
-113.529,80.309,0
-89.3295,89.6445,0
-89.1833,78.7924,0
-96.3891,96.2994,0
-96.7517,89.9708,0
-105.421,86.032,0
-81.683,86.6827,0
-79.4591,69.2477,0
-87.3308,63.69,0
-93.515,49.6651,0
-63.4592,52.2212,0
-83.2195,50.5769,0
-73.0112,54.8319,0
-91.5134,55.0898,0
-91.1967,53.3697,0
-87.7909,46.2252,0
-80.777,43.4504,0
-35.5941,19.0234,0
-44.9427,28.1815,0
-24.7957,14.065,0
-44.6428,23.332,0
-30.2406,19.7812,0
-45.6639,11.2896,0
-34.6049,10.4248,0
-44.5939,7.09651,0
-50.2831,11.7689,0
-51.6241,1.88748,0
-55.551,32.7085,0
-62.654,16.9535,0
-60.2395,16.3637,0
-49.6628,49.0675,0
-65.5843,31.6186,0
-82.5354,23.9208,0
-76.0791,14.2119,0
-48.4109,30.653,0
-45.9963,47.6277,0
-72.2772,34.6038,0
-99.8769,68.311,0
-91.8145,70.7147,0
-104.191,88.4359,0
-81.1873,81.3574,0
-85.0075,77.2306,0
-83.7273,73.3756,0
-72.8061,81.9487,0
-85.6058,71.5973,0
-102.568,75.8143,0
-87.6701,96.5372,0
-13.6542,94.157,0
-7.19097,91.1602,0

-59.8371,-57.493,0
-62.944,-56.1992,0
-76.0498,-64.2794,0
-57.8532,-84.7887,0
-59.1441,-56.0715,0
-87.6032,-59.3396,0
-58.178,-61.1491,0
-79.2332,-49.6797,0
-60.5323,-57.8072,0
-64.7968,-51.3289,0
-78.4647,-69.2045,0
-88.2048,-62.1154,0
-86.6579,-87.8461,0
-77.6959,-48.0317,0
-103.435,-62.4741,0
-81.1256,-68.6402,0
-94.2484,-59.5961,0
-83.2813,-54.6745,0
-91.4635,-68.5743,0
-106.031,-61.576,0
-65.2698,-72.8022,0
-82.5249,-83.7659,0
-68.1571,-99.5562,0
-89.3741,-74.0232,0
-68.3393,-100.48,0
-90.8651,-84.7122,0
-76.2241,-95.0636,0
-76.6693,-103.78,0
-90.1699,-85.2727,0
-74.8633,-88.773,0
-51.1996,-34.7674,0
-46.6402,-20.7198,0
-42.4491,-6.73249,0
-50.1974,-15.0795,0
-38.1236,-28.4475,0
-58.3741,-11.9982,0
-50.2065,-28.2088,0
-55.1543,-19.13,0
-51.7915,-18.1974,0
-43.095,-7.70521,0
-91.2044,-62.0498,0
-98.2386,-48.7809,0
-110.57,-60.112,0
-95.2987,-50.8648,0
-91.2326,-39.9408,0
-116.012,-45.73,0
-93.1512,-50.5685,0
-116.564,-47.2354,0
-88.8301,-33.5499,0
-97.0355,-31.4217,0
-12.6622,-47.5434,0
-9.54001,-54.6203,0
-14.41,-36.5798,0
-17.9087,-25.9539,0
-11.5162,-33.0336,0
-27.2217,-49.4718,0
-12.9267,-31.3497,0
-30.5225,-41.1427,0
-16.2877,-44.8296,0
-28.7554,-31.8462,0

75.9561,-91.4393,0
83.9149,-113.787,0
68.9308,-103.853,0
78.4107,-77.8059,0
93.3816,-100.407,0
57.115,-94.631,0
70.6492,-78.1986,0
63.9609,-84.2173,0
63.5137,-82.268,0
63.7922,-87.3577,0
70.9817,-35.3956,0
48.0805,-39.3314,0
50.231,-98.7538,0
53.6447,-89.595,0
67.7824,-92.6013,0
54.379,-81.9453,0
62.1091,-70.8093,0
48.8274,-72.4039,0
51.1835,-80.6017,0
41.2476,-78.4101,0
47.4428,-81.4823,0
44.4461,-85.6515,0

63.4389,-21.2378,0
64.1637,-0.794686,0
39.088,-7.10698,0
57.2848,-20.8472,0
74.3233,-21.4494,0
59.8143,-10.7402,0
54.8759,1.38098,0
48.3659,-23.4078,0
55.935,-14.9034,0
56.6167,-2.99829,0
57.4472,76.9323,0
44.6808,60.138,0
47.7695,77.6202,0
29.9138,74.3218,0
57.5261,72.7663,0
42.0112,81.5825,0
39.5,69.3675,0
55.5985,71.3035,0
36.9223,70.7094,0
52.87,74.5685,0
53.7998,53.452,0
69.0746,55.843,0
49.6154,73.027,0
49.2433,55.0811,0
69.6921,54.1085,0
56.3851,57.6667,0
81.7162,51.2892,0
66.2351,64.8942,0
54.0809,48.8297,0
61.9771,55.6376,0
49.8999,-1.32209,0
61.5422,-13.8106,0
69.9012,-17.8008,0
72.7632,-7.10586,0
75.8482,-21.2946,0
74.4703,-11.7858,0
55.7077,-4.33076,0
75.9753,-3.68896,0
0.686424,20.0819,0
8.57407,29.865,0
26.3302,18.4739,0
-12.6746,12.3534,0
-5.72858,8.82452,0
-1.21218,23.1037,0
3.03313,29.8276,0
7.64599,25.903,0
1.95687,29.5106,0
12.3356,-5.4897,0
15.3786,-6.98703,0
16.3099,-14.3894,0
-1.52631,-3.07535,0
15.0085,-10.7969,0
15.5327,-20.9278,0
15.7622,-20.2775,0
-1.23298,-22.0434,0
12.8637,-13.3827,0
-1.6102,-17.0517,0
17.2456,-26.4255,0
12.2312,85.6289,0
12.3696,75.8696,0
8.02915,73.8213,0
-2.35489,91.9467,0
15.6774,81.3535,0
12.809,79.3527,0
24.2591,90.9507,0
20.6049,86.791,0

